key_mlbam,metric,age,value
647304,OBP,27,0.31962025316455694
647304,OBP,28,0.35333333333333333
687263,OBP,22,0.3079268292682927
687263,OBP,23,0.3177257525083612
687263,OBP,24,0.3188405797101449
607043,OBP,25,0.40373831775700936
607043,OBP,28,0.4010416666666667
607043,OBP,29,0.36716417910447763
607043,OBP,30,0.36270190895741555
607043,OBP,31,0.3273001508295626
607043,OBP,32,0.3241167434715822
681393,OBP,25,0.2997032640949555
656811,OBP,25,0.2810810810810811
656811,OBP,27,0.2677165354330709
656811,OBP,29,0.3215258855585831
656811,OBP,30,0.3340080971659919
656811,OBP,31,0.36580882352941174
681351,OBP,24,0.30326295585412666
681351,OBP,25,0.2577777777777778
660271,OBP,23,0.36065573770491804
660271,OBP,24,0.34278959810874704
660271,OBP,26,0.37245696400625977
660271,OBP,27,0.35585585585585583
660271,OBP,28,0.41245791245791247
660271,OBP,29,0.3901098901098901
660271,OBP,30,0.3917241379310345
621566,OBP,24,0.33484848484848484
621566,OBP,25,0.3510054844606947
621566,OBP,26,0.31020408163265306
621566,OBP,27,0.37147102526002973
621566,OBP,28,0.32474964234620884
621566,OBP,29,0.3888888888888889
621566,OBP,30,0.33284671532846716
621566,OBP,31,0.3660220994475138
687401,OBP,25,0.328740157480315
687401,OBP,26,0.276
542303,OBP,22,0.30344827586206896
542303,OBP,23,0.31699346405228757
542303,OBP,24,0.3076923076923077
542303,OBP,25,0.3207236842105263
542303,OBP,26,0.3755522827687776
542303,OBP,27,0.3253588516746411
542303,OBP,28,0.32786885245901637
542303,OBP,29,0.4307116104868914
542303,OBP,31,0.27416173570019725
542303,OBP,32,0.34628378378378377
542303,OBP,33,0.3784570596797671
542303,OBP,34,0.3553299492385787
681624,OBP,23,0.3054298642533937
681624,OBP,24,0.3125
680700,OBP,27,0.346031746031746
670623,OBP,23,0.30446194225721784
670623,OBP,24,0.3520140105078809
670623,OBP,25,0.3463338533541342
670623,OBP,26,0.3515981735159817
686469,OBP,24,0.3825503355704698
686469,OBP,25,0.32432432432432434
686469,OBP,26,0.31464737793851716
686469,OBP,27,0.3225806451612903
592626,OBP,23,0.346483704974271
592626,OBP,24,0.35157894736842105
592626,OBP,25,0.33126934984520123
592626,OBP,26,0.3212669683257919
592626,OBP,27,0.33852140077821014
592626,OBP,29,0.3097713097713098
592626,OBP,30,0.3533487297921478
592626,OBP,31,0.34823529411764703
592626,OBP,32,0.3927765237020316
592626,OBP,33,0.28524590163934427
665161,OBP,24,0.2888086642599278
665161,OBP,25,0.3238095238095238
665161,OBP,26,0.3075734157650695
665161,OBP,27,0.3634686346863469
672724,OBP,25,0.22348484848484848
672695,OBP,22,0.2848360655737705
672695,OBP,23,0.35343035343035345
672695,OBP,24,0.3438320209973753
672695,OBP,25,0.3890449438202247
521692,OBP,22,0.32786885245901637
521692,OBP,23,0.3231939163498099
521692,OBP,24,0.2887788778877888
521692,OBP,25,0.28028933092224234
521692,OBP,26,0.2875457875457875
521692,OBP,27,0.2971887550200803
521692,OBP,28,0.27389705882352944
521692,OBP,31,0.3157894736842105
521692,OBP,32,0.2917547568710359
521692,OBP,33,0.29238754325259514
521692,OBP,34,0.3302611367127496
521692,OBP,35,0.2836990595611285
678882,OBP,23,0.2741652021089631
678882,OBP,24,0.2945205479452055
663728,OBP,25,0.28433734939759037
663728,OBP,26,0.30579964850615116
663728,OBP,27,0.31210191082802546
663728,OBP,28,0.3588652482269504
670042,OBP,28,0.3333333333333333
670042,OBP,29,0.3200883002207506
608070,OBP,21,0.30039525691699603
608070,OBP,22,0.2914285714285714
608070,OBP,23,0.36304700162074555
608070,OBP,24,0.3736434108527132
608070,OBP,25,0.3868194842406877
608070,OBP,26,0.32656826568265684
608070,OBP,27,0.3858267716535433
608070,OBP,28,0.3553459119496855
608070,OBP,29,0.35474452554744523
608070,OBP,30,0.35600578871201155
608070,OBP,31,0.33480176211453744
608070,OBP,32,0.3601190476190476
671218,OBP,24,0.3223938223938224
671218,OBP,25,0.32805755395683456
592663,OBP,24,0.28969957081545067
592663,OBP,25,0.3431192660550459
592663,OBP,26,0.3316062176165803
592663,OBP,27,0.34026465028355385
592663,OBP,28,0.3277027027027027
592663,OBP,30,0.3426443202979516
592663,OBP,31,0.3416370106761566
592663,OBP,32,0.3104089219330855
592663,OBP,33,0.3220338983050847
592663,OBP,34,0.3151183970856102
650859,OBP,22,0.32098765432098764
650859,OBP,25,0.29411764705882354
650859,OBP,26,0.3393258426966292
650859,OBP,27,0.3465346534653465
650859,OBP,28,0.28703703703703703
668804,OBP,24,0.3772893772893773
668804,OBP,26,0.39009287925696595
668804,OBP,27,0.34527687296416937
668804,OBP,28,0.3296875
668804,OBP,29,0.3439306358381503
668804,OBP,30,0.3180428134556575
700250,OBP,26,0.3371212121212121
663586,OBP,22,0.27946127946127947
663586,OBP,24,0.36706948640483383
663586,OBP,25,0.3492063492063492
663586,OBP,26,0.34545454545454546
663586,OBP,27,0.32196162046908317
663586,OBP,28,0.3087248322147651
677587,OBP,23,0.29772727272727273
677587,OBP,24,0.29023746701846964
677594,OBP,21,0.34464285714285714
677594,OBP,22,0.3333333333333333
677594,OBP,23,0.32463295269168024
677594,OBP,24,0.323943661971831
660688,OBP,23,0.3125
660688,OBP,24,0.30782918149466193
660688,OBP,25,0.2597938144329897
660688,OBP,26,0.27715355805243447
668939,OBP,24,0.3617021276595745
668939,OBP,25,0.37409024745269287
668939,OBP,26,0.3181818181818182
668939,OBP,27,0.30684931506849317
660821,OBP,23,0.3187250996015936
660821,OBP,24,0.27988338192419826
660821,OBP,25,0.3266832917705736
660821,OBP,26,0.31343283582089554
660821,OBP,27,0.3038229376257545
691594,OBP,22,0.2869822485207101
694384,OBP,22,0.34328358208955223
694384,OBP,23,0.35294117647058826
669477,OBP,24,0.25547445255474455
669477,OBP,26,0.30547550432276654
682177,OBP,28,0.2826603325415677
656941,OBP,22,0.3553113553113553
656941,OBP,24,0.3148148148148148
656941,OBP,25,0.3555992141453831
656941,OBP,26,0.33934426229508197
656941,OBP,28,0.37367303609341823
656941,OBP,29,0.32286995515695066
656941,OBP,30,0.34305555555555556
656941,OBP,31,0.36560693641618497
656941,OBP,32,0.36464088397790057
608369,OBP,22,0.3653566229985444
608369,OBP,23,0.37520391517128876
608369,OBP,25,0.3345656192236599
608369,OBP,26,0.3577586206896552
608369,OBP,27,0.39364303178484106
608369,OBP,28,0.3167420814479638
608369,OBP,29,0.38992537313432835
608369,OBP,30,0.3527204502814259
608369,OBP,31,0.37303370786516854
543760,OBP,23,0.30039525691699603
543760,OBP,24,0.31
543760,OBP,25,0.3
543760,OBP,26,0.3246753246753247
543760,OBP,27,0.3181169757489301
543760,OBP,28,0.36947791164658633
543760,OBP,29,0.3050847457627119
543760,OBP,30,0.3342541436464088
543760,OBP,31,0.30386740331491713
543760,OBP,32,0.3484042553191489
543760,OBP,33,0.30779944289693595
543760,OBP,34,0.3052434456928839
657757,OBP,26,0.2951219512195122
657757,OBP,27,0.26744186046511625
657757,OBP,28,0.3033932135728543
657757,OBP,29,0.3174311926605505
802415,OBP,24,0.3256880733944954
701358,OBP,22,0.31237322515212984
642086,OBP,26,0.30425963488843816
642086,OBP,28,0.32593856655290104
642086,OBP,29,0.3127035830618892
642086,OBP,30,0.3333333333333333
691016,OBP,23,0.34615384615384615
624585,OBP,23,0.32425742574257427
624585,OBP,24,0.3333333333333333
624585,OBP,26,0.3540856031128405
624585,OBP,27,0.35355029585798814
624585,OBP,29,0.3164983164983165
624585,OBP,30,0.29508196721311475
624585,OBP,31,0.3413793103448276
624585,OBP,32,0.3380035026269702
624585,OBP,33,0.2929936305732484
665742,OBP,19,0.4056795131845842
665742,OBP,20,0.4006069802731411
665742,OBP,22,0.4648318042813456
665742,OBP,23,0.40120663650075417
665742,OBP,24,0.4101838755304102
665742,OBP,25,0.41935483870967744
665742,OBP,26,0.3955119214586255
543807,OBP,24,0.336231884057971
543807,OBP,25,0.3674832962138085
543807,OBP,26,0.3588709677419355
543807,OBP,27,0.3668261562998405
543807,OBP,28,0.3457792207792208
543807,OBP,29,0.3830935251798561
543807,OBP,31,0.3519061583577713
543807,OBP,32,0.34196891191709844
543807,OBP,33,0.3274596182085169
543807,OBP,34,0.3034257748776509
543807,OBP,35,0.39896373056994816
668715,OBP,25,0.35639097744360904
668715,OBP,26,0.31859756097560976
668715,OBP,27,0.31216931216931215
663886,OBP,24,0.3656716417910448
663886,OBP,26,0.31721470019342357
663886,OBP,27,0.3378640776699029
663886,OBP,28,0.3157894736842105
681082,OBP,24,0.2946236559139785
681082,OBP,25,0.3286384976525822
681082,OBP,26,0.31523642732049034
681082,OBP,27,0.3279569892473118
669065,OBP,27,0.3684210526315789
553993,OBP,22,0.3161764705882353
553993,OBP,23,0.3147208121827411
553993,OBP,24,0.31738437001594894
553993,OBP,25,0.3670886075949367
553993,OBP,26,0.36633663366336633
553993,OBP,27,0.3580060422960725
553993,OBP,29,0.2857142857142857
553993,OBP,30,0.3322734499205087
553993,OBP,31,0.3227665706051873
553993,OBP,32,0.31875
553993,OBP,33,0.2983257229832572
673548,OBP,27,0.336322869955157
673548,OBP,28,0.3567753001715266
673548,OBP,29,0.3658119658119658
673548,OBP,30,0.32565284178187404
621020,OBP,23,0.3121597096188748
621020,OBP,24,0.3036053130929791
621020,OBP,25,0.32536764705882354
621020,OBP,26,0.3446969696969697
621020,OBP,27,0.3113496932515337
621020,OBP,28,0.3290229885057471
621020,OBP,29,0.3275862068965517
621020,OBP,30,0.31197301854974707
621020,OBP,31,0.2996894409937888
665487,OBP,20,0.3790322580645161
665487,OBP,21,0.3657587548638132
665487,OBP,22,0.36446886446886445
665487,OBP,24,0.3217665615141956
665487,OBP,25,0.3401826484018265
665487,OBP,26,0.3675832127351664
665750,OBP,23,0.3088235294117647
665750,OBP,24,0.3121597096188748
665750,OBP,25,0.2889733840304182
657041,OBP,25,0.3409090909090909
657041,OBP,26,0.3010948905109489
657041,OBP,27,0.3152492668621701
657041,OBP,28,0.3087121212121212
679529,OBP,22,0.28465346534653463
679529,OBP,23,0.3128654970760234
679529,OBP,24,0.29473684210526313
679529,OBP,25,0.33281972265023113
650402,OBP,21,0.33954451345755693
650402,OBP,22,0.33665008291873966
650402,OBP,24,0.33073929961089493
650402,OBP,25,0.30998248686514884
650402,OBP,26,0.34672619047619047
650402,OBP,27,0.33031674208144796
650402,OBP,28,0.35828025477707004
678662,OBP,21,0.28711256117455136
678662,OBP,22,0.2946298984034833
678662,OBP,23,0.2942708333333333
669707,OBP,26,0.29596412556053814
669707,OBP,27,0.3109919571045576
545361,OBP,20,0.39906103286384975
545361,OBP,21,0.43156424581005587
545361,OBP,22,0.3773049645390071
545361,OBP,23,0.40175953079178883
545361,OBP,24,0.44052863436123346
545361,OBP,25,0.4418145956607495
545361,OBP,26,0.4596375617792422
545361,OBP,27,0.43833333333333335
545361,OBP,30,0.3687374749498998
545361,OBP,31,0.3674033149171271
545361,OBP,33,0.35855855855855856
663656,OBP,23,0.32456140350877194
663656,OBP,24,0.35929203539823007
663656,OBP,25,0.33003300330033003
663656,OBP,26,0.36881559220389803
663656,OBP,27,0.40773809523809523
663656,OBP,28,0.3771043771043771
668930,OBP,23,0.2853932584269663
668930,OBP,24,0.31596091205211724
668930,OBP,25,0.3592085235920852
607208,OBP,23,0.37037037037037035
607208,OBP,24,0.3378076062639821
607208,OBP,24,0.34417344173441733
607208,OBP,25,0.3532513181019332
607208,OBP,27,0.3938223938223938
607208,OBP,28,0.3746130030959752
607208,OBP,28,0.34277620396600567
607208,OBP,29,0.31982633863965265
607208,OBP,31,0.33766233766233766
607208,OBP,32,0.35524256651017216
545121,OBP,27,0.2985781990521327
545121,OBP,30,0.2986425339366516
545121,OBP,31,0.303886925795053
545121,OBP,32,0.2953020134228188
678246,OBP,23,0.304635761589404
678246,OBP,24,0.2489451476793249
678246,OBP,25,0.3163444639718805
662139,OBP,24,0.3184713375796178
662139,OBP,25,0.30220713073005095
662139,OBP,26,0.2849740932642487
662139,OBP,27,0.29296875
662139,OBP,28,0.28413284132841327
668901,OBP,23,0.2532188841201717
668901,OBP,24,0.32158590308370044
668901,OBP,25,0.2894168466522678
663837,OBP,25,0.2969187675070028
663837,OBP,26,0.32892249527410206
663837,OBP,27,0.31216931216931215
572233,OBP,28,0.3482587064676617
572233,OBP,29,0.3333333333333333
572233,OBP,30,0.3146067415730337
572233,OBP,31,0.3268365817091454
572233,OBP,32,0.3333333333333333
572233,OBP,33,0.3351449275362319
572233,OBP,34,0.296875
691023,OBP,21,0.3419354838709677
691023,OBP,23,0.2777777777777778
670764,OBP,25,0.2678185745140389
670764,OBP,26,0.3045977011494253
670764,OBP,27,0.28174603174603174
670764,OBP,28,0.2802547770700637
621493,OBP,27,0.33191489361702126
621493,OBP,28,0.3599290780141844
621493,OBP,29,0.33496332518337407
621493,OBP,30,0.32277526395173456
621493,OBP,31,0.3167420814479638
669224,OBP,24,0.3220338983050847
669224,OBP,25,0.2751677852348993
810938,OBP,24,0.2935153583617747
805779,OBP,23,0.3550863723608445
691026,OBP,22,0.3138801261829653
691026,OBP,23,0.3102803738317757
677951,OBP,22,0.29430379746835444
677951,OBP,23,0.3189033189033189
677951,OBP,24,0.38928067700987307
677951,OBP,25,0.3508005822416303
695578,OBP,21,0.3541666666666667
695578,OBP,22,0.3497822931785196
573262,OBP,28,0.33414634146341465
573262,OBP,30,0.3107344632768362
573262,OBP,31,0.3052064631956912
573262,OBP,32,0.32981530343007914
573262,OBP,33,0.3023255813953488
573262,OBP,34,0.3327338129496403
592885,OBP,21,0.36996336996337
592885,OBP,22,0.3622526636225266
592885,OBP,23,0.3657142857142857
592885,OBP,24,0.37632776934749623
592885,OBP,25,0.3688760806916426
592885,OBP,26,0.402457757296467
592885,OBP,27,0.42931034482758623
592885,OBP,28,0.3562753036437247
592885,OBP,29,0.36210526315789476
592885,OBP,30,0.35522388059701493
592885,OBP,31,0.370253164556962
592885,OBP,32,0.4057507987220447
592885,OBP,33,0.34316770186335405
807799,OBP,29,0.33793103448275863
807799,OBP,30,0.3491686460807601
702284,OBP,21,0.30196078431372547
696285,OBP,24,0.31640625
696285,OBP,25,0.29577464788732394
682928,SLG,21,0.323943661971831
682928,SLG,22,0.41207815275310833
682928,SLG,23,0.43253234750462105
682928,SLG,24,0.43275862068965515
677800,SLG,25,0.45864661654135336
677800,SLG,26,0.4691689008042895
660670,SLG,20,0.5519630484988453
660670,SLG,21,0.5175718849840255
660670,SLG,23,0.5959595959595959
660670,SLG,24,0.4132762312633833
660670,SLG,25,0.5956454121306376
660670,SLG,27,0.5177514792899408
642715,SLG,22,0.40625
642715,SLG,23,0.4180790960451977
642715,SLG,25,0.48088531187122735
642715,SLG,26,0.458259325044405
642715,SLG,27,0.40687160940325495
642715,SLG,28,0.46229508196721314
642715,SLG,29,0.4213197969543147
666176,SLG,23,0.373134328358209
666176,SLG,25,0.4024691358024691
666176,SLG,26,0.4847908745247148
645277,SLG,20,0.45622119815668205
645277,SLG,21,0.4522691705790297
645277,SLG,22,0.5
645277,SLG,24,0.48807631160572335
645277,SLG,25,0.4089068825910931
645277,SLG,26,0.5134228187919463
645277,SLG,27,0.40350877192982454
645277,SLG,28,0.3648424543946932
677942,SLG,26,0.3826086956521739
624413,SLG,24,0.5829145728643216
624413,SLG,25,0.49038461538461536
624413,SLG,26,0.5187165775401069
624413,SLG,27,0.5175879396984925
624413,SLG,28,0.5035211267605634
624413,SLG,29,0.4588815789473684
624413,SLG,30,0.5240384615384616
514888,SLG,21,0.3574660633484163
514888,SLG,22,0.3993055555555556
514888,SLG,23,0.36261980830670926
514888,SLG,24,0.453030303030303
514888,SLG,25,0.4592476489028213
514888,SLG,26,0.53125
514888,SLG,27,0.5474576271186441
514888,SLG,28,0.45131086142322097
514888,SLG,29,0.55
514888,SLG,31,0.4891846921797005
514888,SLG,32,0.5332068311195446
514888,SLG,33,0.5222222222222223
514888,SLG,34,0.4394904458598726
514888,SLG,35,0.4421768707482993
682626,SLG,21,0.43717277486910994
682626,SLG,22,0.4025974025974026
682626,SLG,23,0.44715447154471544
670541,SLG,22,0.6549520766773163
670541,SLG,24,0.5307262569832403
670541,SLG,25,0.6127659574468085
670541,SLG,26,0.5829268292682926
670541,SLG,27,0.5670289855072463
609280,SLG,23,0.5270506108202443
609280,SLG,29,0.37748344370860926
609280,SLG,30,0.470404984423676
666018,SLG,27,0.4891891891891892
571448,SLG,22,0.4053497942386831
571448,SLG,23,0.5
571448,SLG,24,0.5746753246753247
571448,SLG,25,0.56957928802589
571448,SLG,26,0.5858085808580858
571448,SLG,27,0.5610169491525424
571448,SLG,28,0.5833333333333334
571448,SLG,30,0.49409780775716694
571448,SLG,31,0.533213644524237
571448,SLG,32,0.4589285714285714
571448,SLG,33,0.3944636678200692
571448,SLG,34,0.3765586034912718
668227,SLG,26,0.45935727788279773
668227,SLG,27,0.4453924914675768
668227,SLG,28,0.4246823956442831
668227,SLG,29,0.3879781420765027
668227,SLG,30,0.4257748776508972
650333,SLG,22,0.4386503067484663
650333,SLG,24,0.37616822429906543
650333,SLG,25,0.42047531992687387
650333,SLG,26,0.4686411149825784
650333,SLG,27,0.3924646781789639
650333,SLG,28,0.3919354838709677
672275,SLG,24,0.3588957055214724
672275,SLG,25,0.33915211970074816
672275,SLG,26,0.3251833740831296
686948,SLG,24,0.4691358024691358
683146,SLG,23,0.32294617563739375
683146,SLG,25,0.4351145038167939
641343,SLG,22,0.38390092879256965
641343,SLG,23,0.3709677419354839
641343,SLG,25,0.2765957446808511
641343,SLG,27,0.4132231404958678
641343,SLG,28,0.3609271523178808
641355,SLG,21,0.58125
641355,SLG,22,0.4703770197486535
641355,SLG,23,0.6290322580645161
641355,SLG,24,0.45539906103286387
641355,SLG,25,0.30158730158730157
641355,SLG,26,0.3888888888888889
641355,SLG,27,0.5250501002004008
641355,SLG,28,0.4263565891472868
641355,SLG,29,0.47959183673469385
605137,SLG,24,0.4663023679417122
605137,SLG,25,0.4111776447105788
605137,SLG,26,0.5692599620493358
605137,SLG,28,0.4759036144578313
605137,SLG,29,0.4221014492753623
605137,SLG,30,0.4186471663619744
605137,SLG,31,0.4052044609665427
605137,SLG,32,0.4166666666666667
643217,SLG,22,0.42408376963350786
643217,SLG,23,0.46459412780656306
643217,SLG,24,0.43068391866913125
643217,SLG,26,0.4421906693711968
643217,SLG,27,0.39913232104121477
643217,SLG,28,0.35587188612099646
643217,SLG,29,0.39622641509433965
643217,SLG,30,0.430952380952381
605141,SLG,22,0.47906197654941374
605141,SLG,23,0.5342261904761905
605141,SLG,24,0.4585987261146497
605141,SLG,25,0.6403846153846153
605141,SLG,26,0.52428810720268
605141,SLG,27,0.5616438356164384
605141,SLG,28,0.4871244635193133
605141,SLG,29,0.5332167832167832
605141,SLG,30,0.5787671232876712
605141,SLG,31,0.4911111111111111
605141,SLG,32,0.4057724957555178
666182,SLG,23,0.484375
666182,SLG,24,0.46932515337423314
666182,SLG,25,0.4746059544658494
666182,SLG,26,0.3215434083601286
666182,SLG,27,0.48281786941580757
668709,SLG,24,0.3088235294117647
668709,SLG,25,0.35546875
668709,SLG,26,0.4370629370629371
668709,SLG,27,0.40390879478827363
593428,SLG,21,0.362453531598513
593428,SLG,22,0.42088091353996737
593428,SLG,23,0.44631901840490795
593428,SLG,24,0.4028021015761821
593428,SLG,25,0.5224171539961013
593428,SLG,26,0.5553745928338762
593428,SLG,27,0.5024630541871922
593428,SLG,28,0.4933837429111531
593428,SLG,29,0.45601436265709155
593428,SLG,30,0.4395973154362416
593428,SLG,31,0.3808411214953271
593428,SLG,32,0.3910386965376782
664761,SLG,24,0.34210526315789475
664761,SLG,25,0.39761092150170646
664761,SLG,26,0.43727598566308246
664761,SLG,27,0.44765342960288806
664761,SLG,28,0.40948275862068967
608324,SLG,22,0.47761194029850745
608324,SLG,23,0.4748201438848921
608324,SLG,24,0.531986531986532
608324,SLG,25,0.592057761732852
608324,SLG,27,0.4224137931034483
608324,SLG,28,0.4543795620437956
608324,SLG,29,0.4405144694533762
608324,SLG,30,0.45266781411359724
608324,SLG,31,0.4618937644341801
669394,SLG,27,0.5182926829268293
669394,SLG,28,0.45981308411214955
669394,SLG,29,0.41853932584269665
676475,SLG,24,0.3904761904761905
676475,SLG,25,0.42047531992687387
676475,SLG,26,0.45875251509054327
683737,SLG,26,0.43951612903225806
683737,SLG,27,0.5229007633587787
671732,SLG,23,0.49029126213592233
671732,SLG,24,0.40421792618629176
621439,SLG,22,0.42953020134228187
621439,SLG,23,0.4134199134199134
621439,SLG,25,0.5129151291512916
621439,SLG,27,0.6468085106382979
621439,SLG,28,0.5264705882352941
621439,SLG,29,0.4375
621439,SLG,30,0.523943661971831
621439,SLG,31,0.5512295081967213
676609,SLG,26,0.3203463203463203
676609,SLG,27,0.3469387755102041
676609,SLG,28,0.3471337579617834
695506,SLG,22,0.29523809523809524
691406,SLG,21,0.5348837209302325
686527,SLG,27,0.48148148148148145
605170,SLG,25,0.44672131147540983
605170,SLG,27,0.3226837060702875
605170,SLG,28,0.34191176470588236
605170,SLG,29,0.38308457711442784
605170,SLG,30,0.40816326530612246
605170,SLG,31,0.40406976744186046
681481,SLG,25,0.47129186602870815
681481,SLG,26,0.5871212121212122
681481,SLG,27,0.49653579676674364
682998,SLG,22,0.5061946902654867
682998,SLG,23,0.42784380305602715
682998,SLG,24,0.5407801418439716
650489,SLG,24,0.35108958837772397
650489,SLG,25,0.36712328767123287
650489,SLG,26,0.4106145251396648
650489,SLG,27,0.38530465949820786
650489,SLG,28,0.3656716417910448
656305,SLG,24,0.4724137931034483
656305,SLG,25,0.5082266910420475
656305,SLG,26,0.5060034305317325
656305,SLG,28,0.40264650283553877
656305,SLG,29,0.43308550185873607
656305,SLG,30,0.4243614931237721
656305,SLG,31,0.46260869565217394
656305,SLG,32,0.42951541850220265
665862,SLG,23,0.4245689655172414
665862,SLG,24,0.5352112676056338
665862,SLG,25,0.45738636363636365
665862,SLG,26,0.4359430604982206
665862,SLG,27,0.4805194805194805
694192,SLG,20,0.4640151515151515
694192,SLG,21,0.46265938069216755
676391,SLG,28,0.4078341013824885
676391,SLG,29,0.3981651376146789
665019,SLG,29,0.4339080459770115
686555,SLG,27,0.4112903225806452
575929,SLG,24,0.4880952380952381
575929,SLG,25,0.4986737400530504
575929,SLG,26,0.39029535864978904
575929,SLG,27,0.5333333333333333
575929,SLG,29,0.43825665859564167
575929,SLG,30,0.46634615384615385
575929,SLG,31,0.4672897196261682
575929,SLG,32,0.4684385382059801
575929,SLG,33,0.44693877551020406
661388,SLG,24,0.5059880239520959
661388,SLG,25,0.45740740740740743
661388,SLG,26,0.46554621848739497
661388,SLG,27,0.3992932862190813
681297,SLG,24,0.4468937875751503
681297,SLG,25,0.3853211009174312
641487,SLG,24,0.3710144927536232
641487,SLG,25,0.3382352941176471
641487,SLG,26,0.3764135702746365
641487,SLG,27,0.3359073359073359
641487,SLG,28,0.43820224719101125
641487,SLG,29,0.32142857142857145
641487,SLG,30,0.3701754385964912
686611,SLG,23,0.3515358361774744
630105,SLG,27,0.4603174603174603
630105,SLG,28,0.3901192504258944
630105,SLG,29,0.3777292576419214
630105,SLG,30,0.389948006932409
630105,SLG,31,0.37708830548926014
691718,SLG,22,0.3844086021505376
691718,SLG,23,0.4805414551607445
665833,SLG,23,0.4501510574018127
665833,SLG,25,0.4491682070240296
665833,SLG,26,0.37791932059447986
680779,SLG,23,0.3511111111111111
680779,SLG,25,0.2777777777777778
682829,SLG,21,0.4097938144329897
682829,SLG,22,0.470873786407767
682829,SLG,23,0.44038155802861684
676356,SLG,25,0.3313253012048193
646240,SLG,20,0.481981981981982
646240,SLG,21,0.43333333333333335
646240,SLG,22,0.5548686244204019
646240,SLG,23,0.4827586206896552
646240,SLG,24,0.5380710659898477
646240,SLG,25,0.5207207207207207
646240,SLG,26,0.5
646240,SLG,27,0.5161904761904762
646240,SLG,28,0.4794069192751236
650490,SLG,27,0.4755700325732899
650490,SLG,29,0.3870967741935484
650490,SLG,30,0.42283298097251587
650490,SLG,31,0.5219047619047619
650490,SLG,32,0.413854351687389
650490,SLG,33,0.48198970840480276
673237,SLG,24,0.5380281690140845
673237,SLG,25,0.441025641025641
673237,SLG,26,0.41697416974169743
693307,SLG,26,0.42528735632183906
691176,SLG,22,0.3884514435695538
643289,SLG,27,0.31275720164609055
643289,SLG,28,0.41113490364025695
643289,SLG,29,0.36069651741293535
643289,SLG,30,0.35501355013550134
677649,SLG,23,0.36538461538461536
677649,SLG,24,0.4433497536945813
677649,SLG,25,0.3208955223880597
677649,SLG,26,0.2926829268292683
680776,SLG,25,0.3627450980392157
680776,SLG,26,0.4819277108433735
680776,SLG,27,0.4918032786885246
680776,SLG,28,0.44193548387096776
702332,SLG,25,0.3865168539325843
669364,SLG,24,0.4226415094339623
669364,SLG,25,0.35294117647058826
663743,SLG,25,0.391705069124424
663743,SLG,26,0.29931972789115646
663743,SLG,27,0.3181818181818182
663743,SLG,28,0.3486238532110092
664034,SLG,26,0.4448336252189142
664034,SLG,27,0.4355716878402904
664034,SLG,28,0.36626916524701875
664034,SLG,29,0.3653444676409186
664034,SLG,30,0.36036036036036034
518692,SLG,21,0.44833625218914186
518692,SLG,22,0.45555555555555555
518692,SLG,23,0.5009074410163339
518692,SLG,24,0.4612850082372323
518692,SLG,25,0.47115384615384615
518692,SLG,26,0.568760611205433
518692,SLG,27,0.5863636363636363
518692,SLG,28,0.5048543689320388
518692,SLG,29,0.5494137353433836
518692,SLG,30,0.6401869158878505
518692,SLG,31,0.5033333333333333
518692,SLG,32,0.511437908496732
518692,SLG,33,0.5667189952904239
518692,SLG,34,0.47601476014760147
518692,SLG,35,0.5017985611510791
671289,SLG,25,0.3212121212121212
671289,SLG,26,0.36074270557029176
686217,SLG,24,0.33473684210526317
686217,SLG,25,0.4053030303030303
670770,SLG,26,0.43555555555555553
670770,SLG,27,0.4672131147540984
670770,SLG,28,0.38047138047138046
670770,SLG,29,0.37823834196891193
666969,SLG,28,0.45438898450946646
666969,SLG,29,0.456198347107438
666969,SLG,30,0.5081081081081081
666969,SLG,31,0.4
666969,SLG,32,0.39447731755424065
671277,SLG,21,0.4110169491525424
671277,SLG,22,0.4083333333333333
671277,SLG,23,0.38478747203579416
671277,SLG,24,0.444
671277,SLG,25,0.41188524590163933
672580,SLG,23,0.3577586206896552
672580,SLG,24,0.33217391304347826
672580,SLG,25,0.44873949579831934
680869,SLG,23,0.5037037037037037
680869,SLG,24,0.36217303822937624
665926,SLG,23,0.4663951120162933
665926,SLG,24,0.3985637342908438
665926,SLG,25,0.33962264150943394
665926,SLG,26,0.3130699088145897
502671,SLG,24,0.490272373540856
502671,SLG,25,0.5514950166112956
502671,SLG,26,0.541871921182266
502671,SLG,27,0.5696649029982364
502671,SLG,28,0.48877374784110533
502671,SLG,29,0.5627240143369175
502671,SLG,30,0.5328836424957841
502671,SLG,31,0.47571189279731996
502671,SLG,33,0.5140961857379768
502671,SLG,34,0.5775401069518716
502671,SLG,35,0.4468802698145025
502671,SLG,36,0.41402337228714525
502671,SLG,37,0.40286298568507156
693304,SLG,25,0.3983286908077994
693304,SLG,26,0.36220472440944884
696100,SLG,24,0.41706161137440756
696100,SLG,25,0.5203703703703704
669357,SLG,22,0.4204946996466431
669357,SLG,23,0.47783251231527096
669357,SLG,24,0.4
669357,SLG,25,0.37037037037037035
682985,SLG,21,0.3617021276595745
682985,SLG,22,0.4470899470899471
682985,SLG,23,0.478515625
682985,SLG,24,0.49333333333333335
663757,SLG,23,0.4558139534883721
663757,SLG,24,0.4134199134199134
663757,SLG,25,0.34146341463414637
663757,SLG,26,0.35181236673773986
663757,SLG,28,0.46356275303643724
